Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Estimated Cost,Profit Margin %,ROI_Factor,Ship Delay,Shipping Class,Order Year,Order Month,Order Day,Sales_Performance,Is_Profitable
6387,US-2018-104661,2018-01-15,2018-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder W/Dubllock,4.276,1.2828,2.9932,30.0,0.42857142857142855,3,Standard,2018,January,15,Low Sales,True
6388,CA-2015-134103,2015-01-30,2015-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,3.168,7.392,30.0,0.42857142857142855,5,Standard,2015,January,30,Low Sales,True
6389,CA-2015-134103,2015-01-30,2015-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,229.94,68.982,160.958,30.0,0.42857142857142855,5,Standard,2015,January,30,Medium Sales,True
6390,CA-2016-147529,2016-02-07,2016-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,93.34499999999998,217.805,30.0,0.4285714285714285,4,Standard,2016,February,7,Medium Sales,True
6391,CA-2016-147529,2016-02-07,2016-02-11,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,3.888,9.072000000000001,30.0,0.4285714285714285,4,Standard,2016,February,7,Low Sales,True
6392,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,4.385999999999999,10.234,30.0,0.4285714285714285,5,Standard,2017,December,14,Low Sales,True
6393,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,1.728,4.032,30.0,0.42857142857142855,5,Standard,2017,December,14,Low Sales,True
6394,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",21.48,6.444,15.036000000000001,30.0,0.42857142857142855,5,Standard,2017,December,14,Low Sales,True
6395,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"Ge 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,119.076,277.84400000000005,30.0,0.4285714285714285,5,Standard,2017,December,14,Medium Sales,True
6396,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,5.145,12.004999999999999,30.0,0.42857142857142855,5,Standard,2017,December,14,Low Sales,True
6397,CA-2017-129126,2017-12-14,2017-12-19,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,6.936,16.184,30.0,0.42857142857142855,5,Standard,2017,December,14,Low Sales,True
6398,CA-2018-131632,2018-10-31,2018-11-04,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,1.5744,3.6736000000000004,30.0,0.42857142857142855,4,Standard,2018,October,31,Low Sales,True
6399,CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8Ghz Digital Expandable Corded/Cordless Phone System With Answering & Caller Id/Call Waiting, Black/Silver",824.95,247.485,577.465,30.0,0.42857142857142855,6,Late,2018,August,6,Medium Sales,True
6400,CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,7.3919999999999995,17.248,30.0,0.4285714285714285,6,Late,2018,August,6,Low Sales,True
6401,CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,OFF-AR-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",227.88,68.36399999999999,159.51600000000002,30.0,0.42857142857142844,6,Late,2018,August,6,Medium Sales,True
6402,CA-2018-125472,2018-05-30,2018-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,72.588,169.372,30.0,0.4285714285714285,1,Express,2018,May,30,Medium Sales,True
6403,CA-2018-125472,2018-05-30,2018-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1.167,2.723,30.0,0.4285714285714286,1,Express,2018,May,30,Low Sales,True
6404,CA-2018-125472,2018-05-30,2018-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,2.403,5.606999999999999,30.0,0.4285714285714286,1,Express,2018,May,30,Low Sales,True
6405,CA-2016-156328,2016-11-30,2016-12-05,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621Sw Voip Phone,177.48,53.24399999999999,124.23599999999999,30.0,0.42857142857142855,5,Standard,2016,November,30,Medium Sales,True
6406,CA-2018-154074,2018-08-31,2018-09-02,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs With Adjustable Arms,569.568,170.8704,398.69759999999997,30.0,0.4285714285714286,2,Express,2018,August,31,Medium Sales,True
6407,CA-2018-154074,2018-08-31,2018-09-02,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,44.919,104.81099999999999,30.0,0.42857142857142855,2,Express,2018,August,31,Medium Sales,True
6408,CA-2018-161774,2018-05-14,2018-05-15,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,269.82899999999995,629.601,30.0,0.4285714285714285,1,Express,2018,May,14,Medium Sales,True
6409,CA-2018-161774,2018-05-14,2018-05-15,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,13.860000000000001,32.34,30.0,0.42857142857142855,1,Express,2018,May,14,Low Sales,True
6410,CA-2018-161774,2018-05-14,2018-05-15,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,14.385599999999998,33.5664,30.0,0.4285714285714285,1,Express,2018,May,14,Low Sales,True
6411,CA-2018-161774,2018-05-14,2018-05-15,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004071,Technology,Phones,Payanywhere Card Reader,7.992,2.3975999999999997,5.5944,30.0,0.4285714285714285,1,Express,2018,May,14,Low Sales,True
6412,CA-2018-161774,2018-05-14,2018-05-15,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,23.0592,53.8048,30.0,0.4285714285714286,1,Express,2018,May,14,Low Sales,True
6413,CA-2018-151211,2018-08-17,2018-08-23,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,102.93,30.879,72.051,30.0,0.4285714285714286,6,Late,2018,August,17,Medium Sales,True
6414,CA-2018-151211,2018-08-17,2018-08-23,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop Mk120 Mouse And Keyboard Combo,98.16,29.447999999999997,68.712,30.0,0.4285714285714285,6,Late,2018,August,17,Low Sales,True
6415,CA-2018-142671,2018-11-10,2018-11-14,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,Gbc Velobinder Strips,11.52,3.456,8.064,30.0,0.42857142857142855,4,Standard,2018,November,10,Low Sales,True
6416,CA-2018-144750,2018-08-21,2018-08-21,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,25.163999999999998,58.715999999999994,30.0,0.4285714285714286,0,Express,2018,August,21,Low Sales,True
6417,CA-2017-111976,2017-03-08,2017-03-12,Standard Class,BD-11620,Brian Decherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,At&T 17929 Lendline Telephone,108.576,32.572799999999994,76.00319999999999,30.0,0.42857142857142855,4,Standard,2017,March,8,Medium Sales,True
6418,CA-2017-111976,2017-03-08,2017-03-12,Standard Class,BD-11620,Brian Decherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,1.7952,4.1888000000000005,30.0,0.4285714285714285,4,Standard,2017,March,8,Low Sales,True
6419,CA-2017-140130,2017-10-31,2017-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,6.588,15.372,30.0,0.4285714285714286,5,Standard,2017,October,31,Low Sales,True
6420,CA-2017-140130,2017-10-31,2017-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator'S Chair,368.97,110.691,258.279,30.0,0.4285714285714286,5,Standard,2017,October,31,Medium Sales,True
6421,CA-2017-140130,2017-10-31,2017-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3.717,8.673,30.0,0.4285714285714286,5,Standard,2017,October,31,Low Sales,True
6422,CA-2017-140130,2017-10-31,2017-11-05,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model Ar050B",332.94,99.88199999999999,233.058,30.0,0.42857142857142855,5,Standard,2017,October,31,Medium Sales,True
6423,CA-2015-159121,2015-07-26,2015-08-01,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 Gb,111.93,33.579,78.351,30.0,0.4285714285714286,6,Late,2015,July,26,Medium Sales,True
6424,CA-2016-149650,2016-10-24,2016-10-27,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,136.2816,317.9904,30.0,0.42857142857142855,3,Standard,2016,October,24,Medium Sales,True
6425,CA-2018-115777,2018-08-19,2018-08-24,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,5.832,13.608,30.0,0.42857142857142855,5,Standard,2018,August,19,Low Sales,True
6426,CA-2017-143714,2017-05-23,2017-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,Canon Imageclass 2200 Advanced Copier,8399.976,2519.9928,5879.983200000001,30.0,0.42857142857142855,4,Standard,2017,May,23,High Sales,True
6427,CA-2017-143714,2017-05-23,2017-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1.8881999999999999,4.405799999999999,30.0,0.4285714285714286,4,Standard,2017,May,23,Low Sales,True
6428,CA-2017-143714,2017-05-23,2017-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,3.1104,7.2576,30.0,0.42857142857142855,4,Standard,2017,May,23,Low Sales,True
6429,CA-2017-143714,2017-05-23,2017-05-27,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital Phone,122.382,36.7146,85.66740000000001,30.0,0.4285714285714285,4,Standard,2017,May,23,Medium Sales,True
6430,CA-2015-165764,2015-11-03,2015-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,7.7952,18.1888,30.0,0.4285714285714286,4,Standard,2015,November,3,Low Sales,True
6431,CA-2015-165764,2015-11-03,2015-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,283.51079999999996,661.5252,30.0,0.4285714285714285,4,Standard,2015,November,3,Medium Sales,True
6432,CA-2015-165764,2015-11-03,2015-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets For Polaroid Photos,14.301,4.2903,10.0107,30.0,0.4285714285714286,4,Standard,2015,November,3,Low Sales,True
6433,CA-2015-165764,2015-11-03,2015-11-07,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,123.10559999999998,287.2464,30.0,0.4285714285714285,4,Standard,2015,November,3,Medium Sales,True
6434,CA-2016-121405,2016-03-30,2016-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,7.056,16.464,30.0,0.4285714285714286,5,Standard,2016,March,30,Low Sales,True
6435,CA-2016-121405,2016-03-30,2016-04-04,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,At&T 17929 Lendline Telephone,180.96,54.288000000000004,126.672,30.0,0.4285714285714286,5,Standard,2016,March,30,Medium Sales,True
6436,US-2018-116897,2018-05-27,2018-05-29,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,10.5,24.5,30.0,0.42857142857142855,2,Express,2018,May,27,Low Sales,True
6437,US-2018-116897,2018-05-27,2018-05-29,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,143.14499999999998,334.005,30.0,0.42857142857142855,2,Express,2018,May,27,Medium Sales,True
6438,US-2018-116897,2018-05-27,2018-05-29,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,90.71279999999999,211.6632,30.0,0.42857142857142855,2,Express,2018,May,27,Medium Sales,True
6439,US-2018-113992,2018-12-14,2018-12-19,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,Bretford Cr4500 Series Slim Rectangular Table,974.988,292.4964,682.4916000000001,30.0,0.42857142857142855,5,Standard,2018,December,14,Medium Sales,True
6440,CA-2015-166891,2015-10-04,2015-10-06,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel Chair With Loop Arms, Charcoal",589.41,176.82299999999998,412.587,30.0,0.42857142857142855,2,Express,2015,October,4,Medium Sales,True
6441,CA-2017-101161,2017-10-13,2017-10-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-AR-10001860,Office Supplies,Art,Bic Liqua Brite Liner,34.7,10.41,24.290000000000003,30.0,0.42857142857142855,7,Late,2017,October,13,Low Sales,True
6442,CA-2017-101161,2017-10-13,2017-10-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,99.87,29.961,69.909,30.0,0.4285714285714285,7,Late,2017,October,13,Low Sales,True
6443,CA-2017-101161,2017-10-13,2017-10-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper With Letter-Trim Perforations,37.94,11.382,26.558,30.0,0.42857142857142855,7,Late,2017,October,13,Low Sales,True
6444,CA-2017-101161,2017-10-13,2017-10-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,7.469999999999999,17.43,30.0,0.4285714285714285,7,Late,2017,October,13,Low Sales,True
6445,CA-2017-101161,2017-10-13,2017-10-20,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,24.678,57.58200000000001,30.0,0.42857142857142855,7,Late,2017,October,13,Low Sales,True
6446,CA-2016-151785,2016-03-05,2016-03-10,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips By Oic,7.104,2.1311999999999998,4.9728,30.0,0.4285714285714285,5,Standard,2016,March,5,Low Sales,True
6447,US-2018-119816,2018-03-04,2018-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,31.049999999999997,72.45,30.0,0.4285714285714285,2,Express,2018,March,4,Medium Sales,True
6448,US-2018-119816,2018-03-04,2018-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,0.7392,1.7248,30.0,0.42857142857142855,2,Express,2018,March,4,Low Sales,True
6449,US-2018-119816,2018-03-04,2018-03-06,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,2.616,6.104000000000001,30.0,0.4285714285714285,2,Express,2018,March,4,Low Sales,True
6450,CA-2016-156510,2016-09-25,2016-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,3.2279999999999998,7.532,30.0,0.42857142857142855,4,Standard,2016,September,25,Low Sales,True
6451,CA-2016-156510,2016-09-25,2016-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" X 17"", Ream",45.68,13.703999999999999,31.976,30.0,0.42857142857142855,4,Standard,2016,September,25,Low Sales,True
6452,CA-2016-156510,2016-09-25,2016-09-29,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,6.7,2.01,4.69,30.0,0.4285714285714285,4,Standard,2016,September,25,Low Sales,True
6453,US-2016-110261,2016-12-19,2016-12-23,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby Iii,158.376,47.5128,110.8632,30.0,0.42857142857142855,4,Standard,2016,December,19,Medium Sales,True
6454,CA-2016-125710,2016-10-08,2016-10-13,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith Inktank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,1.032,2.408,30.0,0.4285714285714286,5,Standard,2016,October,8,Low Sales,True
6455,CA-2018-161102,2018-07-31,2018-08-03,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,16.968,39.592,30.0,0.4285714285714286,3,Standard,2018,July,31,Low Sales,True
6456,CA-2018-161102,2018-07-31,2018-08-03,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,11.088,25.872,30.0,0.42857142857142855,3,Standard,2018,July,31,Low Sales,True
6457,CA-2015-110065,2015-08-05,2015-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009,East,TEC-PH-10002468,Technology,Phones,"Plantronics Cs 50-Usb - Headset - Convertible, Monaural",135.99,40.797000000000004,95.19300000000001,30.0,0.42857142857142855,6,Late,2015,August,5,Medium Sales,True
6458,CA-2015-110065,2015-08-05,2015-08-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith Inktank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,4.788,11.172,30.0,0.42857142857142855,6,Late,2015,August,5,Low Sales,True
6459,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10001919,Office Supplies,Art,"Oic #2 Pencils, Medium Soft",3.76,1.128,2.6319999999999997,30.0,0.4285714285714286,3,Standard,2018,May,14,Low Sales,True
6460,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,4.409999999999999,10.29,30.0,0.42857142857142855,3,Standard,2018,May,14,Low Sales,True
6461,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,11.16,26.040000000000003,30.0,0.42857142857142855,3,Standard,2018,May,14,Low Sales,True
6462,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 Usb Wired Ergonomic Keyboard,89.97,26.991,62.979,30.0,0.42857142857142855,3,Standard,2018,May,14,Low Sales,True
6463,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel Chair With Loop Arms, Charcoal",261.96,78.588,183.37199999999999,30.0,0.42857142857142855,3,Standard,2018,May,14,Medium Sales,True
6464,US-2018-133361,2018-05-14,2018-05-17,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0,22.2,51.8,30.0,0.4285714285714286,3,Standard,2018,May,14,Low Sales,True
6465,US-2017-155404,2017-09-22,2017-09-28,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,3.9839999999999995,9.296,30.0,0.42857142857142855,6,Late,2017,September,22,Low Sales,True
6466,CA-2016-114503,2016-11-13,2016-11-17,Standard Class,AA-10375,Allen Armold,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,25.487999999999996,59.471999999999994,30.0,0.42857142857142855,4,Standard,2016,November,13,Low Sales,True
6467,CA-2018-153080,2018-05-22,2018-05-25,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute Cdr, 10/Pack",68.46,20.537999999999997,47.922,30.0,0.42857142857142855,3,Standard,2018,May,22,Low Sales,True
6468,CA-2017-163804,2017-12-02,2017-12-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File With Drawer,2079.4,623.82,1455.58,30.0,0.4285714285714286,6,Late,2017,December,2,High Sales,True
6469,CA-2017-163804,2017-12-02,2017-12-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10000441,Technology,Phones,Vtech Ds6151,629.95,188.985,440.96500000000003,30.0,0.42857142857142855,6,Late,2017,December,2,Medium Sales,True
6470,CA-2017-163804,2017-12-02,2017-12-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,21.726,50.694,30.0,0.42857142857142855,6,Late,2017,December,2,Low Sales,True
6471,CA-2016-108532,2016-08-29,2016-09-02,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby Iii,131.98,39.593999999999994,92.386,30.0,0.42857142857142855,4,Standard,2016,August,29,Medium Sales,True
6472,CA-2016-108532,2016-08-29,2016-09-02,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop Mk120 Mouse And Keyboard Combo,114.52,34.355999999999995,80.164,30.0,0.4285714285714285,4,Standard,2016,August,29,Medium Sales,True
